Ano,IPCA_nov20,PIB_1T20,PIB_2T20,Cambio_pico,Selic_atual,CC_proj,Balanca_com_1S20,IED_1S20,Div_liq_proj,Result_prim_proj
2020,"4,31","-1,50","-9,70","5,90","2,00","-6,50","23,00","18,00","68,20","-844,57"
